Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Apr 12 2023,SPXW230412C03850000,250.5,-15.2,254.5,255.8,10,2.6441,0.9989,0,49,3850,SPXW230412P03850000,0.05,-0.025,0,0.05,178,1.9909,-0.0011,0,1954
Wed Apr 12 2023,SPXW230412C03865000,239.74,0,239.5,240.8,0,2.503,0.9988,0,15,3865,SPXW230412P03865000,0.05,-0.025,0,0.05,2,1.8794,-0.0012,0,1602
Wed Apr 12 2023,SPXW230412C03870000,241.32,0,234.5,235.8,0,2.4559,0.9988,0,43,3870,SPXW230412P03870000,0.05,-0.025,0,0.05,3,1.8423,-0.0012,0,1068
Wed Apr 12 2023,SPXW230412C03875000,234.18,0,229.5,230.8,0,2.4087,0.9988,0,14,3875,SPXW230412P03875000,0.05,-0.025,0,0.05,2,1.8051,-0.0012,0,2191
Wed Apr 12 2023,SPXW230412C03880000,229.82,0,224.5,225.8,0,2.3616,0.9988,0,4,3880,SPXW230412P03880000,0.05,-0.025,0,0.05,51,1.7679,-0.0012,0,564
Wed Apr 12 2023,SPXW230412C03895000,126.7,0,209.5,210.8,0,2.2198,0.9987,0.0001,1,3895,SPXW230412P03895000,0.05,-0.05,0,0.05,132,1.6563,-0.0013,0.0001,445
Wed Apr 12 2023,SPXW230412C03900000,203.8,-11.95,204.5,205.8,6,2.1724,0.9987,0.0001,233,3900,SPXW230412P03900000,0.05,-0.025,0,0.05,37,1.6191,-0.0013,0.0001,5213
Wed Apr 12 2023,SPXW230412C03905000,221.69,10.94,199.5,200.8,1,2.125,0.9986,0.0001,15,3905,SPXW230412P03905000,0.1,0,0,0.05,0,1.5819,-0.0014,0.0001,499
Wed Apr 12 2023,SPXW230412C03910000,193.53,0,194.5,195.8,0,2.0776,0.9986,0.0001,16,3910,SPXW230412P03910000,0.05,-0.025,0,0.05,1,1.5446,-0.0014,0.0001,1310
Wed Apr 12 2023,SPXW230412C03915000,198.25,0,189.5,190.8,0,2.03,0.9986,0.0001,28,3915,SPXW230412P03915000,0.05,-0.05,0,0.05,2,1.5073,-0.0014,0.0001,1120
Wed Apr 12 2023,SPXW230412C03920000,201.5,5.75,184.5,185.8,2,1.9824,0.9985,0.0001,58,3920,SPXW230412P03920000,0.05,-0.075,0,0.05,1,1.47,-0.0015,0.0001,1765
Wed Apr 12 2023,SPXW230412C03925000,161.32,0,179.5,180.8,0,1.9348,0.9985,0.0001,86,3925,SPXW230412P03925000,0.05,-0.075,0,0.05,2,1.4327,-0.0015,0.0001,4950
Wed Apr 12 2023,SPXW230412C03930000,176.92,-8.83,174.5,175.8,3,1.887,0.9985,0.0001,21,3930,SPXW230412P03930000,0.05,-0.075,0,0.05,5427,1.3954,-0.0015,0.0001,6610
Wed Apr 12 2023,SPXW230412C03935000,177.57,0,169.5,170.8,0,1.8392,0.9984,0.0001,2,3935,SPXW230412P03935000,0.05,-0.075,0,0.05,1,1.358,-0.0016,0.0001,665
Wed Apr 12 2023,SPXW230412C03940000,180.65,4.9,164.5,165.8,2,1.7913,0.9984,0.0001,188,3940,SPXW230412P03940000,0.05,-0.075,0,0.05,26,1.3206,-0.0016,0.0001,798
Wed Apr 12 2023,SPXW230412C03945000,175.93,5.18,159.5,160.8,4,1.7433,0.9984,0.0001,140,3945,SPXW230412P03945000,0.05,-0.075,0,0.05,39,1.2832,-0.0016,0.0001,416
Wed Apr 12 2023,SPXW230412C03950000,173.25,7.5,154.5,155.8,685,1.6952,0.9983,0.0001,892,3950,SPXW230412P03950000,0.05,-0.075,0,0.05,6006,1.2457,-0.0017,0.0001,9044
Wed Apr 12 2023,SPXW230412C03955000,165.88,5.08,149.5,150.8,2,1.647,0.9982,0.0001,39,3955,SPXW230412P03955000,0.05,-0.075,0,0.05,608,1.2082,-0.0018,0.0001,1193
Wed Apr 12 2023,SPXW230412C03960000,143.14,0,144.5,145.8,0,1.5987,0.9982,0.0001,28,3960,SPXW230412P03960000,0.05,-0.075,0,0.05,518,1.1706,-0.0018,0.0001,1869
Wed Apr 12 2023,SPXW230412C03965000,158.17,7.37,139.5,140.8,1,1.5502,0.9982,0.0001,5,3965,SPXW230412P03965000,0.05,-0.075,0,0.05,911,1.133,-0.0018,0.0001,806
Wed Apr 12 2023,SPXW230412C03970000,161.64,15.84,134.5,135.5,2,1.4072,0.9981,0.0001,234,3970,SPXW230412P03970000,0.05,-0.1,0,0.05,633,1.0954,-0.0019,0.0001,1951
Wed Apr 12 2023,SPXW230412C03975000,143.49,2.64,129.5,130.5,6,1.3609,0.998,0.0001,435,3975,SPXW230412P03975000,0.05,-0.1,0,0.05,689,1.0576,-0.002,0.0001,5853
Wed Apr 12 2023,SPXW230412C03980000,138.13,2.23,124.5,125.5,8,1.3145,0.998,0.0001,105,3980,SPXW230412P03980000,0.05,-0.125,0,0.05,1058,1.0198,-0.002,0.0001,777
Wed Apr 12 2023,SPXW230412C03985000,129.25,-1.6,119.5,120.5,7,1.2679,0.9979,0.0002,89,3985,SPXW230412P03985000,0.05,-0.125,0,0.05,694,0.982,-0.0021,0.0002,770
Wed Apr 12 2023,SPXW230412C03990000,128.88,3.03,114.6,115.6,11,1.2213,0.9978,0.0002,43,3990,SPXW230412P03990000,0.05,-0.15,0,0.05,958,0.9441,-0.0022,0.0002,957
Wed Apr 12 2023,SPXW230412C03995000,131.14,10.24,109.6,110.6,3,1.1744,0.9977,0.0002,54,3995,SPXW230412P03995000,0.05,-0.175,0,0.05,1451,0.9061,-0.0023,0.0002,1734
Wed Apr 12 2023,SPXW230412C04000000,113.8,-2.2,104.9,105.6,171,1.1832,0.9976,0.0002,336,4000,SPXW230412P04000000,0.05,-0.175,0,0.05,4700,0.868,-0.0024,0.0002,7634
Wed Apr 12 2023,SPXW230412C04005000,120.28,9.33,99.9,100.6,13,1.1342,0.9975,0.0002,74,4005,SPXW230412P04005000,0.05,-0.25,0,0.05,2215,0.8298,-0.0025,0.0002,1046
Wed Apr 12 2023,SPXW230412C04010000,115.23,9.23,94.6,95.6,6,1.0851,0.9974,0.0002,105,4010,SPXW230412P04010000,0.05,-0.275,0,0.05,2638,0.7915,-0.0026,0.0002,1089
Wed Apr 12 2023,SPXW230412C04015000,105.22,4.17,89.6,90.6,18,1.0357,0.9973,0.0002,58,4015,SPXW230412P04015000,0.05,-0.35,0,0.05,4485,0.7532,-0.0027,0.0002,3898
Wed Apr 12 2023,SPXW230412C04020000,80.53,-15.67,84.6,85.5,37,0.986,0.9972,0.0003,68,4020,SPXW230412P04020000,0.05,-0.425,0,0.05,4312,0.7147,-0.0028,0.0003,4415
Wed Apr 12 2023,SPXW230412C04025000,95.05,3.85,79.6,80.5,23,0.9361,0.997,0.0003,111,4025,SPXW230412P04025000,0.05,-0.5,0,0.05,6120,0.676,-0.003,0.0003,2032
Wed Apr 12 2023,SPXW230412C04030000,70.05,-16.4,74.6,75.6,22,0.9053,0.9969,0.0003,85,4030,SPXW230412P04030000,0.05,-0.625,0,0.05,7031,0.6373,-0.0031,0.0003,4483
Wed Apr 12 2023,SPXW230412C04035000,70.75,-10.9,69.6,70.5,31,0.8711,0.99,0.0009,89,4035,SPXW230412P04035000,0.07,-0.755,0.05,0.1,5893,0.6743,-0.008,0.0008,1949
Wed Apr 12 2023,SPXW230412C04040000,85.94,9.09,64.6,65.4,26,0.8186,0.9894,0.001,137,4040,SPXW230412P04040000,0.1,-0.925,0.05,0.1,8409,0.6312,-0.0084,0.0008,3069
Wed Apr 12 2023,SPXW230412C04045000,56.25,-15.85,59.7,60.4,84,0.7656,0.9887,0.0011,91,4045,SPXW230412P04045000,0.1,-1.2,0.05,0.15,8589,0.6095,-0.0113,0.0011,1717
Wed Apr 12 2023,SPXW230412C04050000,53.11,-14.34,55,55.6,204,0.7122,0.9857,0.0014,634,4050,SPXW230412P04050000,0.12,-1.505,0.1,0.15,26588,0.5817,-0.0143,0.0014,6711
Wed Apr 12 2023,SPXW230412C04055000,45.34,-17.51,50,50.6,158,0.6582,0.9802,0.002,166,4055,SPXW230412P04055000,0.17,-1.88,0.15,0.2,13401,0.5621,-0.0198,0.002,2459
Wed Apr 12 2023,SPXW230412C04060000,40.48,-17.92,44.8,45.6,181,0.6276,0.9741,0.0026,190,4060,SPXW230412P04060000,0.2,-2.4,0.2,0.25,20216,0.5343,-0.0259,0.0026,1377
Wed Apr 12 2023,SPXW230412C04065000,41,-13.05,40,40.6,206,0.5707,0.9674,0.0034,101,4065,SPXW230412P04065000,0.27,-2.98,0.25,0.3,15529,0.5004,-0.0326,0.0034,1606
Wed Apr 12 2023,SPXW230412C04070000,33.3,-16.6,34.9,35.7,414,0.5494,0.9533,0.0047,263,4070,SPXW230412P04070000,0.35,-3.65,0.35,0.4,24922,0.4744,-0.0447,0.0046,2327
Wed Apr 12 2023,SPXW230412C04075000,29.9,-15.95,30.2,30.9,688,0.4953,0.9395,0.0062,419,4075,SPXW230412P04075000,0.45,-4.5,0.45,0.55,27802,0.4444,-0.0605,0.0062,1253
Wed Apr 12 2023,SPXW230412C04080000,24.78,-17.07,25.5,26.1,1759,0.4515,0.9211,0.0084,400,4080,SPXW230412P04080000,0.6,-5.4,0.6,0.7,29664,0.4055,-0.0789,0.0084,1634
Wed Apr 12 2023,SPXW230412C04085000,21.1,-17.05,20.6,21.3,1328,0.422,0.8729,0.012,397,4085,SPXW230412P04085000,0.87,-6.33,0.85,0.9,26828,0.3746,-0.1115,0.0117,1269
Wed Apr 12 2023,SPXW230412C04090000,16,-18.5,16,16.6,3186,0.3654,0.8384,0.0164,878,4090,SPXW230412P04090000,1.22,-7.38,1.2,1.3,46555,0.3448,-0.1616,0.0164,1953
Wed Apr 12 2023,SPXW230412C04095000,11.82,-19.08,11.9,12.3,2967,0.3399,0.7528,0.0222,359,4095,SPXW230412P04095000,1.9,-8.3,1.85,1.95,33626,0.318,-0.2405,0.0225,841
Wed Apr 12 2023,SPXW230412C04100000,7.88,-19.82,8.1,8.3,10054,0.3173,0.6384,0.0281,3065,4100,SPXW230412P04100000,3,-8.95,3,3.1,71089,0.2958,-0.3581,0.0287,4183
Wed Apr 12 2023,SPXW230412C04105000,5.1,-19.55,5.1,5.2,10066,0.3036,0.4914,0.0309,823,4105,SPXW230412P04105000,4.95,-8.95,4.9,5.1,28700,0.2805,-0.509,0.0322,1090
Wed Apr 12 2023,SPXW230412C04110000,2.82,-18.98,2.85,2.95,20874,0.2928,0.3373,0.0291,3103,4110,SPXW230412P04110000,7.7,-8.3,7.6,7.8,35844,0.2706,-0.67,0.0302,1896
Wed Apr 12 2023,SPXW230412C04115000,1.55,-17.55,1.5,1.55,25057,0.293,0.2091,0.0227,1387,4115,SPXW230412P04115000,11.23,-7.17,11.1,11.7,25153,0.2725,-0.7909,0.0227,519
Wed Apr 12 2023,SPXW230412C04120000,0.8,-15.85,0.8,0.85,47499,0.3009,0.1209,0.0154,2399,4120,SPXW230412P04120000,16.7,-4.2,15.4,16,26195,0.2666,-0.8791,0.0154,626
Wed Apr 12 2023,SPXW230412C04125000,0.45,-13.95,0.4,0.45,42040,0.3169,0.0703,0.0098,2097,4125,SPXW230412P04125000,21.89,-1.71,20,20.7,18803,0.2401,-0.9324,0.0097,413
Wed Apr 12 2023,SPXW230412C04130000,0.22,-11.98,0.2,0.3,60148,0.3309,0.0393,0.0059,1198,4130,SPXW230412P04130000,26.65,0.15,24.8,25.4,11922,0,-0.9637,0.0057,455
Wed Apr 12 2023,SPXW230412C04135000,0.2,-10.1,0.1,0.2,42206,0.3579,0.0258,0.0039,1009,4135,SPXW230412P04135000,30.33,0.78,29.8,30.6,4657,0,-0.9808,0.0032,198
Wed Apr 12 2023,SPXW230412C04140000,0.1,-8.5,0.05,0.1,43966,0.3676,0.0137,0.0022,1433,4140,SPXW230412P04140000,35.29,2.44,34.6,35.2,1762,0,-0.9863,0.0022,151
Wed Apr 12 2023,SPXW230412C04145000,0.1,-7,0.05,0.1,27876,0.4121,0.0124,0.0018,954,4145,SPXW230412P04145000,40.26,4.06,39.6,40.5,739,0,-0.9876,0.0018,51
Wed Apr 12 2023,SPXW230412C04150000,0.05,-5.75,0.05,0.1,56952,0.4559,0.0113,0.0015,3781,4150,SPXW230412P04150000,44.9,5,44.6,45.3,2856,0,-0.9997,0.0001,505
Wed Apr 12 2023,SPXW230412C04155000,0.05,-4.65,0,0.05,21976,0.4399,0.0044,0.0007,1518,4155,SPXW230412P04155000,51.58,7.68,49.5,50.5,260,0,-0.9956,0.0007,18
Wed Apr 12 2023,SPXW230412C04160000,0.05,-3.7,0,0.05,26472,0.4786,0.004,0.0006,3527,4160,SPXW230412P04160000,54,6.05,54.6,55.5,775,0,-0.9998,0.0001,67
Wed Apr 12 2023,SPXW230412C04165000,0.05,-2.95,0,0.05,14500,0.517,0.0038,0.0005,2505,4165,SPXW230412P04165000,66.02,13.87,59.5,60.5,249,0,-0.9962,0.0005,30
Wed Apr 12 2023,SPXW230412C04170000,0.05,-2.3,0,0.05,14800,0.555,0.0036,0.0004,1604,4170,SPXW230412P04170000,68.92,12.37,64.5,65.5,446,0,-0.9964,0.0004,53
Wed Apr 12 2023,SPXW230412C04175000,0.05,-1.8,0,0.05,9698,0.5928,0.0033,0.0004,3633,4175,SPXW230412P04175000,76,14.95,69.5,70.5,58,0,-0.9967,0.0004,130
Wed Apr 12 2023,SPXW230412C04180000,0.05,-1.4,0,0.05,11286,0.6302,0.0032,0.0004,2142,4180,SPXW230412P04180000,80.2,14.65,74.5,75.5,460,0,-0.9968,0.0004,26
Wed Apr 12 2023,SPXW230412C04185000,0.05,-1.05,0,0.05,5925,0.6675,0.003,0.0003,2212,4185,SPXW230412P04185000,58.8,-11.35,79.5,80.4,77,0,-0.9998,0,5
Wed Apr 12 2023,SPXW230412C04190000,0.05,-0.8,0,0.05,7488,0.7045,0.0029,0.0003,2148,4190,SPXW230412P04190000,91.17,16.12,84.5,85.4,36,0,-0.9998,0,5
Wed Apr 12 2023,SPXW230412C04195000,0.05,-0.6,0,0.05,4050,0.7413,0.0027,0.0003,1826,4195,SPXW230412P04195000,94.5,14.5,89.5,90.4,5,0,-0.9998,0,14
Wed Apr 12 2023,SPXW230412C04200000,0.05,-0.475,0,0.05,4701,0.7779,0.0026,0.0002,3878,4200,SPXW230412P04200000,97.18,12.33,94.5,95.4,108,0,-0.9998,0,101
Wed Apr 12 2023,SPXW230412C04205000,0.05,-0.325,0,0.05,1691,0.8142,0.0025,0.0002,2527,4205,SPXW230412P04205000,92.23,0,99.3,100.4,0,0,-0.9998,0,10
Wed Apr 12 2023,SPXW230412C04210000,0.05,-0.275,0,0.05,2332,0.8504,0.0024,0.0002,3602,4210,SPXW230412P04210000,105.4,10.8,104.4,105.2,14,0,-0.9998,0,1
Wed Apr 12 2023,SPXW230412C04215000,0.05,-0.175,0,0.05,1185,0.8865,0.0023,0.0002,4257,4215,SPXW230412P04215000,91.24,-8.31,109.2,110.5,2,0,-0.9977,0.0002,0
Wed Apr 12 2023,SPXW230412C04220000,0.05,-0.125,0,0.05,1167,0.9223,0.0022,0.0002,1762,4220,SPXW230412P04220000,96.27,-8.23,114.2,115.5,1,0,-0.9978,0.0002,11
Wed Apr 12 2023,SPXW230412C04225000,0.05,-0.125,0,0.05,1332,0.958,0.0022,0.0002,3024,4225,SPXW230412P04225000,124.65,15.2,119.2,120.5,1,0,-0.9978,0.0002,1
Wed Apr 12 2023,SPXW230412C04230000,0.05,-0.075,0,0.05,1220,0.9936,0.0021,0.0001,1109,4230,SPXW230412P04230000,113.86,0,124.2,125.5,0,0,-0.9979,0.0001,1
Wed Apr 12 2023,SPXW230412C04235000,0.05,0.05,0,0.05,631,1.029,0.002,0.0001,0,4235,SPXW230412P04235000,0,0,129.2,130.5,0,0,-0.998,0.0001,0
Wed Apr 12 2023,SPXW230412C04240000,0.05,-0.025,0,0.05,672,1.0642,0.002,0.0001,1903,4240,SPXW230412P04240000,0,0,134.2,135.5,0,0,-0.998,0.0001,0
Wed Apr 12 2023,SPXW230412C04245000,0.05,0.05,0,0.05,138,1.0993,0.0019,0.0001,0,4245,SPXW230412P04245000,0,0,139.2,140.5,0,0,-0.9981,0.0001,0
Wed Apr 12 2023,SPXW230412C04250000,0.03,-0.045,0,0.05,228,1.1342,0.0019,0.0001,1742,4250,SPXW230412P04250000,147.97,13.62,144.2,145.5,32,0,-0.9981,0.0001,32
Wed Apr 12 2023,SPXW230412C04255000,0.05,0.05,0,0.05,7,1.1691,0.0018,0.0001,0,4255,SPXW230412P04255000,155,155,149.2,150.5,5,0,-0.9982,0.0001,0
Wed Apr 12 2023,SPXW230412C04260000,0.05,-0.025,0,0.05,3,1.2038,0.0018,0.0001,749,4260,SPXW230412P04260000,156.25,11.9,154.2,155.5,1,0,-0.9982,0.0001,1
Wed Apr 12 2023,SPXW230412C04270000,0.05,0.05,0,0.05,27,1.2728,0.0017,0.0001,0,4270,SPXW230412P04270000,0,0,164.2,165.5,0,0,-0.9983,0.0001,0
Wed Apr 12 2023,SPXW230412C04275000,0.05,-0.025,0,0.05,36,1.3071,0.0016,0.0001,1482,4275,SPXW230412P04275000,151.05,0,169.2,170.5,0,0,-0.9984,0.0001,5
Wed Apr 12 2023,SPXW230412C04300000,0.05,0.025,0,0.05,17,1.477,0.0015,0.0001,7198,4300,SPXW230412P04300000,0,0,194.2,195.5,0,0,-0.9985,0.0001,0
Wed Apr 12 2023,SPXW230412C04350000,0.05,0.025,0,0.05,25,1.8098,0.0012,0,143,4350,SPXW230412P04350000,246.4,12.15,244.2,245.4,18,0,-0.9988,0,0
Wed Apr 12 2023,SPXW230412C04400000,0.05,0.025,0,0.05,4,2.1333,0.0001,0,2349,4400,SPXW230412P04400000,275,-9.25,294.2,295.5,8,0,-0.9999,0,0
Thu Apr 13 2023,SPXW230413C03450000,674.85,8.2,655.4,656.8,4,1.1131,0.9995,0,4,3450,SPXW230413P03450000,0.05,0,0,0.05,0,0.9937,-0.0009,0,84
Thu Apr 13 2023,SPXW230413C03500000,625.17,8.57,605.4,606.8,3,1.0218,0.9994,0,3,3500,SPXW230413P03500000,0.05,0.025,0,0.05,1,0.9168,-0.001,0,4139
Thu Apr 13 2023,SPXW230413C03575000,0,0,530.4,531.8,0,0.9253,0.9992,0,0,3575,SPXW230413P03575000,0.05,0,0,0.05,12,0.8028,-0.0011,0,85
Thu Apr 13 2023,SPXW230413C03600000,532.74,16.04,505.5,506.8,4,0.9084,0.9992,0,8,3600,SPXW230413P03600000,0.05,0,0,0.05,427,0.7652,-0.0012,0,60
Thu Apr 13 2023,SPXW230413C03625000,507.76,16.06,480.5,481.8,4,0.8633,0.9991,0,1,3625,SPXW230413P03625000,0.05,-0.025,0,0.05,1671,0.7276,-0.0013,0,885
Thu Apr 13 2023,SPXW230413C03650000,356.19,0,455.5,456.8,0,0.8184,0.999,0,4,3650,SPXW230413P03650000,0.05,-0.025,0.05,0.1,6,0.7553,-0.0014,0,1025
Thu Apr 13 2023,SPXW230413C03675000,0,0,430.5,431.8,0,0.7737,0.9989,0,0,3675,SPXW230413P03675000,0.05,-0.05,0.05,0.1,1,0.715,-0.0015,0,377
Thu Apr 13 2023,SPXW230413C03700000,430.99,14.24,405.5,406.9,2,0.7292,0.9987,0,39,3700,SPXW230413P03700000,0.1,0,0.05,0.1,38,0.6749,-0.0016,0,435
Thu Apr 13 2023,SPXW230413C03710000,417.98,11.23,395.5,396.9,1,0.7115,0.9987,0,1,3710,SPXW230413P03710000,0.07,-0.03,0,0.1,3,0.6359,-0.0017,0,72
Thu Apr 13 2023,SPXW230413C03725000,398.87,7.12,380.6,381.9,8,0.685,0.9986,0,2,3725,SPXW230413P03725000,0.07,-0.03,0.05,0.1,308,0.6349,-0.0018,0,2582
Thu Apr 13 2023,SPXW230413C03730000,0,0,375.6,376.9,0,0.6762,0.9986,0,0,3730,SPXW230413P03730000,0.1,0,0.05,0.1,143,0.6269,-0.0018,0,152
Thu Apr 13 2023,SPXW230413C03740000,0,0,365.5,366.9,0,0.6586,0.9985,0,0,3740,SPXW230413P03740000,0.1,0,0.05,0.1,54,0.6109,-0.0019,0,156
Thu Apr 13 2023,SPXW230413C03750000,381.01,14.26,355.5,356.9,2,0.641,0.9984,0,0,3750,SPXW230413P03750000,0.1,0,0.05,0.1,210,0.5949,-0.002,0,1087
Thu Apr 13 2023,SPXW230413C03760000,362.55,5.8,345.5,346.9,20,0.6234,0.9983,0,0,3760,SPXW230413P03760000,0.07,-0.055,0.05,0.1,3,0.5789,-0.002,0,67
Thu Apr 13 2023,SPXW230413C03770000,333.3,0,335.5,336.9,0,0.6059,0.9982,0,5,3770,SPXW230413P03770000,0.15,0.025,0.05,0.1,41,0.563,-0.0021,0,167
Thu Apr 13 2023,SPXW230413C03780000,323.75,0,325.5,326.9,0,0.5884,0.9981,0.0001,7,3780,SPXW230413P03780000,0.1,-0.025,0.05,0.1,2,0.547,-0.0022,0.0001,191
Thu Apr 13 2023,SPXW230413C03800000,331.74,14.89,305.5,306.9,4,0.5704,0.9978,0.0001,8,3800,SPXW230413P03800000,0.1,-0.05,0.05,0.1,155,0.5155,-0.0025,0.0001,379
Thu Apr 13 2023,SPXW230413C03805000,0,0,300.5,301.9,0,0.5616,0.9978,0.0001,0,3805,SPXW230413P03805000,0.1,-0.05,0.05,0.1,3,0.5075,-0.0026,0.0001,101
Thu Apr 13 2023,SPXW230413C03810000,292.83,0,295.5,296.9,0,0.5527,0.9977,0.0001,4,3810,SPXW230413P03810000,0.1,-0.05,0.05,0.15,59,0.5132,-0.0026,0.0001,130
Thu Apr 13 2023,SPXW230413C03815000,0,0,290.5,291.9,0,0.5438,0.9976,0.0001,0,3815,SPXW230413P03815000,0.1,-0.05,0.05,0.1,163,0.4912,-0.0027,0.0001,24
Thu Apr 13 2023,SPXW230413C03820000,210.86,0,285.6,286.9,0,0.5485,0.9975,0.0001,4,3820,SPXW230413P03820000,0.1,-0.05,0.05,0.1,53,0.4832,-0.0028,0.0001,691
Thu Apr 13 2023,SPXW230413C03825000,306.76,14.96,280.6,281.9,4,0.5395,0.9974,0.0001,1,3825,SPXW230413P03825000,0.1,-0.05,0.05,0.1,153,0.4888,-0.0029,0.0001,128
Thu Apr 13 2023,SPXW230413C03830000,294.25,0,275.6,276.9,0,0.5305,0.9973,0.0001,5,3830,SPXW230413P03830000,0.17,-0.005,0.05,0.15,108,0.4806,-0.003,0.0001,242
Thu Apr 13 2023,SPXW230413C03835000,272.48,-9.37,270.6,271.9,34,0.5215,0.9972,0.0001,0,3835,SPXW230413P03835000,0.1,-0.075,0.05,0.15,4,0.4724,-0.0031,0.0001,248
Thu Apr 13 2023,SPXW230413C03840000,171.77,0,265.6,266.9,0,0.5125,0.9971,0.0001,0,3840,SPXW230413P03840000,0.17,-0.005,0.05,0.15,8,0.4643,-0.0032,0.0001,1319
Thu Apr 13 2023,SPXW230413C03845000,0,0,260.6,261.9,0,0.5034,0.997,0.0001,0,3845,SPXW230413P03845000,0.1,-0.075,0.05,0.15,4,0.4561,-0.0034,0.0001,95
Thu Apr 13 2023,SPXW230413C03850000,275.27,8.42,255.6,256.9,1,0.4944,0.9969,0.0001,14,3850,SPXW230413P03850000,0.09,-0.085,0.1,0.15,742,0.4583,-0.0035,0.0001,677
Thu Apr 13 2023,SPXW230413C03855000,245.8,0,250.6,251.9,0,0.4854,0.9967,0.0001,0,3855,SPXW230413P03855000,0.1,-0.075,0.1,0.15,287,0.45,-0.0036,0.0001,899
Thu Apr 13 2023,SPXW230413C03860000,243.47,0,245.6,247,0,0.4764,0.9966,0.0001,9,3860,SPXW230413P03860000,0.15,-0.025,0.1,0.15,529,0.4416,-0.0038,0.0001,541
Thu Apr 13 2023,SPXW230413C03865000,168.36,0,240.6,242,0,0.4674,0.9964,0.0001,157,3865,SPXW230413P03865000,0.15,-0.025,0.1,0.15,9,0.4333,-0.0039,0.0001,31
Thu Apr 13 2023,SPXW230413C03870000,242.5,0,235.6,237,0,0.4584,0.9962,0.0001,81,3870,SPXW230413P03870000,0.15,-0.025,0.1,0.15,61,0.425,-0.0041,0.0001,351
